Tunniste;lat;lon
1.2.246.10.1746664.10.1.10109;62.28856;25.73747
1.2.246.10.1746664.10.1.10110;62.24348;25.86535
1.2.246.10.1746664.10.1.10111;62.27028;25.57329
1.2.246.10.1746664.10.1.10112;61.95318;25.75444
1.2.246.10.1746664.10.1.10113;62.13111;25.75449
1.2.246.10.1746664.10.1.10114;62.12468;25.78177
1.2.246.10.1746664.10.1.10115;62.14145;25.76751
1.2.246.10.1746664.10.1.10116;62.24074;25.72734
1.2.246.10.1746664.10.1.10117;62.23757;25.72934
1.2.246.10.1746664.10.1.10118;62.23943;25.7246
1.2.246.10.1746664.10.1.10119;62.26885;25.80217
1.2.246.10.1746664.10.1.10120;62.1397;25.76853
1.2.246.10.1746664.10.1.10121;62.22872;25.70505
1.2.246.10.1746664.10.1.10122;62.22872;25.70504
1.2.246.10.1746664.10.1.10123;62.26862;25.69513
1.2.246.10.1746664.10.1.10124;62.22739;25.70562
1.2.246.10.1746664.10.1.10125;62.24074;25.72734
1.2.246.10.1746664.10.1.10126;62.2282;25.71584
1.2.246.10.1746664.10.1.10127;62.22509;25.7777
1.2.246.10.1746664.10.1.10128;62.28856;25.73747
1.2.246.10.1746664.10.1.10129;62.39411;25.6379
1.2.246.10.1746664.10.1.10130;62.25026;25.87244
1.2.246.10.1746664.10.1.10131;62.25129;25.73459
1.2.246.10.1746664.10.1.10132;62.23965;25.73596
1.2.246.10.1746664.10.1.10133;62.23228;25.70907
1.2.246.10.1746664.10.1.10134;62.3033;26.48428
1.2.246.10.1746664.10.1.10135;62.23228;25.70907
1.2.246.10.1746664.10.1.10136;62.19725;25.55009
1.2.246.10.1746664.10.1.10137;62.15798;25.75213
1.2.246.10.1746664.10.1.10138;62.13223;25.67198
1.2.246.10.1746664.10.1.10139;62.09632;25.6343
1.2.246.10.1746664.10.1.10140;62.13186;25.66962
1.2.246.10.1746664.10.1.10141;62.23228;25.70907
1.2.246.10.1746664.10.1.10142;62.50282;25.42853
1.2.246.10.1746664.10.1.10143;62.23228;25.70907
1.2.246.10.1746664.10.1.10144;62.24404;25.78604
1.2.246.10.1746664.10.1.10145;62.27091;25.79981
1.2.246.10.1746664.10.1.10146;62.18828;25.71062
1.2.246.10.1746664.10.1.10147;62.24831;25.7428
1.2.246.10.1746664.10.1.10148;62.0168499;25.5643428
1.2.246.10.1746664.10.1.10149;62.22589;25.77294
1.2.246.10.1746664.10.1.10150;62.23228;25.70907
1.2.246.10.1746664.10.1.10151;62.28782;25.74646
1.2.246.10.1746664.10.1.10152;62.23228;25.70907
1.2.246.10.1746664.10.1.10153;62.13851;25.76744
1.2.246.10.1746664.10.1.10154;62.3896;25.64784
1.2.246.10.1746664.10.1.10155;62.24889;25.86682
1.2.246.10.1746664.10.1.10156;62.23228;25.70907
1.2.246.10.1746664.10.1.10157;62.39424;26.43269
1.2.246.10.1746664.10.1.10158;62.23228;25.70907
1.2.246.10.1746664.10.1.10159;62.12928;25.68077
1.2.246.10.1746664.10.1.10160;62.23228;25.70907
1.2.246.10.1746664.10.1.10161;62.50184;25.43156
1.2.246.10.1746664.10.1.10162;62.23228;25.70907
1.2.246.10.1746664.10.1.10163;62.24711;25.73985
1.2.246.10.1746664.10.1.10164;62.24604;25.72141
1.2.246.10.1746664.10.1.10165;62.24386;25.74343
1.2.246.10.1746664.10.1.10166;62.23941;25.7246
1.2.246.10.1746664.10.1.10167;62.24386;25.74343
1.2.246.10.1746664.10.1.10168;62.23941;25.7246
1.2.246.10.1746664.10.1.10169;62.24711;25.73985
1.2.246.10.1746664.10.1.10170;62.39411;25.6379
1.2.246.10.1746664.10.1.10171;62.23965;25.73596
1.2.246.10.1746664.10.1.10172;62.23943;25.7246
1.2.246.10.1746664.10.1.10173;62.24711;25.73985
1.2.246.10.1746664.10.1.10174;62.24711;25.73985
1.2.246.10.1746664.10.1.10175;62.23228;25.70907
1.2.246.10.1746664.10.1.10176;62.39424;26.43269
1.2.246.10.1746664.10.1.10177;62.23228;25.70907
1.2.246.10.1746664.10.1.10178;62.12928;25.68077
1.2.246.10.1746664.10.1.10179;62.23228;25.70907
1.2.246.10.1746664.10.1.10180;62.23228;25.70907
1.2.246.10.1746664.10.1.10181;62.23808;25.74503
1.2.246.10.1746664.10.1.10182;62.27091;25.79981
1.2.246.10.1746664.10.1.10183;62.24167;25.84639
1.2.246.10.1746664.10.1.10184;62.18828;25.71062
1.2.246.10.1746664.10.1.10185;62.24831;25.7428
1.2.246.10.1746664.10.1.10186;62.0168499;25.5643428
1.2.246.10.1746664.10.1.10187;62.22589;25.77294
1.2.246.10.1746664.10.1.10188;62.23228;25.70907
1.2.246.10.1746664.10.1.10189;62.28782;25.74646
1.2.246.10.1746664.10.1.10190;62.13851;25.76744
1.2.246.10.1746664.10.1.10191;62.3896;25.64784
1.2.246.10.1746664.10.1.10192;62.24889;25.86682
1.2.246.10.1746664.10.1.10193;62.23228;25.70907
1.2.246.10.1746664.10.1.10194;62.23228;25.70907
1.2.246.10.1746664.10.1.10195;62.23228;25.70907
1.2.246.10.1746664.10.1.10196;62.28782;25.74646
1.2.246.10.1746664.10.1.10197;62.23228;25.70907
1.2.246.10.1746664.10.1.10198;62.23228;25.70907
1.2.246.10.1746664.10.1.10199;62.28782;25.74646
1.2.246.10.1746664.10.1.10200;62.23228;25.70907
1.2.246.10.1746664.10.1.10201;62.24831;25.7428
1.2.246.10.1746664.10.1.10202;62.23228;25.70907
1.2.246.10.1746664.10.1.10203;62.39535;26.43231
1.2.246.10.1746664.10.1.10204;62.3903;26.4347
1.2.246.10.1746664.10.1.10205;62.23228;25.70907
1.2.246.10.1746664.10.1.10206;62.13186;25.66962
1.2.246.10.1746664.10.1.10207;62.12928;25.68077
1.2.246.10.1746664.10.1.10208;62.13223;25.67198
1.2.246.10.1746664.10.1.10209;62.23228;25.70907
1.2.246.10.1746664.10.1.10210;62.50184;25.43156
1.2.246.10.1746664.10.1.10211;62.23889;25.74564
1.2.246.10.1746664.10.1.10212;62.23889;25.74564
1.2.246.10.1746664.10.1.10213;62.23889;25.74564
1.2.246.10.1746664.10.1.10214;62.23889;25.74564
1.2.246.10.1746664.10.1.10215;62.23889;25.74564
1.2.246.10.1746664.10.1.10216;62.23889;25.74564
1.2.246.10.1746664.10.1.10217;62.23889;25.74564
1.2.246.10.1746664.10.1.10218;62.23889;25.74564
1.2.246.10.1746664.10.1.10219;62.23889;25.74564
1.2.246.10.1746664.10.1.10220;62.241806;25.7538465
1.2.246.10.1746664.10.1.10221;62.23973;25.74861
1.2.246.10.1746664.10.1.10222;62.23973;25.74861
1.2.246.10.1746664.10.1.10223;62.23973;25.74861
1.2.246.10.1746664.10.1.10224;62.20379;25.60426
1.2.246.10.1746664.10.1.10225;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10226;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10227;62.39424;26.43269
1.2.246.10.1746664.10.1.10228;62.27091;25.79981
1.2.246.10.1746664.10.1.10229;62.24831;25.7428
1.2.246.10.1746664.10.1.10230;62.0168499;25.5643428
1.2.246.10.1746664.10.1.10231;62.22589;25.77294
1.2.246.10.1746664.10.1.10232;62.23228;25.70907
1.2.246.10.1746664.10.1.10233;62.13186;25.66962
1.2.246.10.1746664.10.1.10234;62.28782;25.74646
1.2.246.10.1746664.10.1.10235;62.13851;25.76744
1.2.246.10.1746664.10.1.10236;62.3896;25.64784
1.2.246.10.1746664.10.1.10237;62.50184;25.43156
1.2.246.10.1746664.10.1.10238;62.24889;25.86682
1.2.246.10.1746664.10.1.10239;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10240;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10241;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10242;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10243;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10244;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10245;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10246;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10247;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10248;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10249;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10250;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10251;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10252;62.2423128;25.7532678
1.2.246.10.1746664.10.1.10253;62.23973;25.74861
1.2.246.10.1746664.10.1.10254;62.23973;25.74861
1.2.246.10.1746664.10.1.10255;62.22793;25.72341
1.2.246.10.1746664.10.1.10256;62.22793;25.72341
1.2.246.10.1746664.10.1.10257;62.22793;25.72341
1.2.246.10.1746664.10.1.10258;62.22793;25.72341
1.2.246.10.1746664.10.1.10259;62.22793;25.72341
1.2.246.10.1746664.10.1.10260;62.22793;25.72341
1.2.246.10.1746664.10.1.10261;62.22793;25.72341
1.2.246.10.1746664.10.1.10262;62.22793;25.72341
1.2.246.10.1746664.10.1.10263;62.22793;25.72341
1.2.246.10.1746664.10.1.10264;62.22793;25.72341
1.2.246.10.1746664.10.1.10265;62.22793;25.72341
1.2.246.10.1746664.10.1.10266;62.24405;25.7547
1.2.246.10.1746664.10.1.10267;62.246762;25.7429486
1.2.246.10.1746664.10.1.10268;62.23728;25.69548
1.2.246.10.1746664.10.1.10269;62.26913;25.75801
1.2.246.10.1746664.10.1.10270;62.24099;25.70698
1.2.246.10.1746664.10.1.10271;62.24617;25.8607
1.2.246.10.1746664.10.1.10272;62.28635;25.74758
1.2.246.10.1746664.10.1.10273;62.01662;25.56329
1.2.246.10.1746664.10.1.10274;62.25271;25.73501
1.2.246.10.1746664.10.1.10275;62.24617;25.8607
1.2.246.10.1746664.10.1.10276;62.27091;25.79981
1.2.246.10.1746664.10.1.10277;62.24405;25.7547
1.2.246.10.1746664.10.1.10278;62.24894;25.76696
1.2.246.10.1746664.10.1.10279;62.27091;25.79981
1.2.246.10.1746664.10.1.10280;62.23034;25.71929
1.2.246.10.1746664.10.1.10281;62.18928;25.71204
1.2.246.10.1746664.10.1.10282;62.24038;25.7605
1.2.246.10.1746664.10.1.10283;62.22793;25.72341
1.2.246.10.1746664.10.1.10284;62.24886;25.70378
1.2.246.10.1746664.10.1.10285;62.27207;25.79977
1.2.246.10.1746664.10.1.10286;62.22761;25.8025
1.2.246.10.1746664.10.1.10287;62.22793;25.72341
1.2.246.10.1746664.10.1.10288;62.01977;25.57653
1.2.246.10.1746664.10.1.10289;62.22989;25.6811
1.2.246.10.1746664.10.1.10290;62.24209;25.73276
1.2.246.10.1746664.10.1.10291;62.23654;25.69524
1.2.246.10.1746664.10.1.10292;62.26913;25.75801
1.2.246.10.1746664.10.1.10293;62.28635;25.74758
1.2.246.10.1746664.10.1.10294;62.29019;25.7142
1.2.246.10.1746664.10.1.10295;62.1414;25.76445
1.2.246.10.1746664.10.1.10296;62.38929;25.6499
1.2.246.10.1746664.10.1.10297;62.24599;25.86135
1.2.246.10.1746664.10.1.10298;62.24836;25.86639
1.2.246.10.1746664.10.1.10299;62.2467;25.74428
1.2.246.10.1746664.10.1.10300;62.22793;25.72341
1.2.246.10.1746664.10.1.10301;62.24404;25.78604
1.2.246.10.1746664.10.1.10302;62.22506;25.7733
1.2.246.10.1746664.10.1.10303;62.24038;25.7605
1.2.246.10.1746664.10.1.10304;62.25271;25.73501
1.2.246.10.1746664.10.1.10305;62.22498;25.70758
1.2.246.10.1746664.10.1.10306;62.22793;25.72341
1.2.246.10.1746664.10.1.10307;62.22506;25.7733
1.2.246.10.1746664.10.1.10308;62.24038;25.7605
1.2.246.10.1746664.10.1.10309;62.24404;25.78604
1.2.246.10.1746664.10.1.10310;62.22533;25.70771
1.2.246.10.1746664.10.1.10311;62.25298;25.73542
1.2.246.10.1746664.10.1.10312;62.22796;25.76982
1.2.246.10.1746664.10.1.10313;62.18928;25.71204
1.2.246.10.1746664.10.1.10314;62.02096;25.54987
1.2.246.10.1746664.10.1.10315;62.22793;25.72341
1.2.246.10.1746664.10.1.10316;62.15467;25.76218
1.2.246.10.1746664.10.1.10317;62.22793;25.72341
1.2.246.10.1746664.10.1.10318;62.22793;25.72341
1.2.246.10.1746664.10.1.10319;62.24661;25.71031
1.2.246.10.1746664.10.1.10320;62.2467;25.74428
1.2.246.10.1746664.10.1.10321;62.24865;25.74223
1.2.246.10.1746664.10.1.10322;62.22793;25.72341
1.2.246.10.1746664.10.1.10323;62.24836;25.86639
1.2.246.10.1746664.10.1.10324;62.01977;25.57653
1.2.246.10.1746664.10.1.10325;62.28635;25.74758
1.2.246.10.1746664.10.1.10326;62.2449;25.86402
1.2.246.10.1746664.10.1.10327;62.29019;25.7142
1.2.246.10.1746664.10.1.10328;62.01482;25.54541
1.2.246.10.1746664.10.1.10329;62.22724;25.80184
1.2.246.10.1746664.10.1.10330;62.22724;25.80184
1.2.246.10.1746664.10.1.10331;62.01502;25.54465
1.2.246.10.1746664.10.1.10332;62.22793;25.72341
1.2.246.10.1746664.10.1.10333;62.22793;25.72341
1.2.246.10.1746664.10.1.10334;62.22793;25.72341
1.2.246.10.1746664.10.1.10335;62.22793;25.72341
1.2.246.10.1746664.10.1.10336;62.22793;25.72341
1.2.246.10.1746664.10.1.10337;62.15903;25.76559
1.2.246.10.1746664.10.1.10338;62.22761;25.8025
1.2.246.10.1746664.10.1.10339;62.01502;25.54465
1.2.246.10.1746664.10.1.10340;62.34287;25.66382
1.2.246.10.1746664.10.1.10341;62.34287;25.66382
1.2.246.10.1746664.10.1.10342;62.34287;25.66382
1.2.246.10.1746664.10.1.10343;62.22761;25.8025
1.2.246.10.1746664.10.1.10344;62.22793;25.72341
1.2.246.10.1746664.10.1.10345;62.22793;25.72341
1.2.246.10.1746664.10.1.10346;62.2845;25.7492
1.2.246.10.1746664.10.1.10347;62.18701;25.70675
1.2.246.10.1746664.10.1.10348;62.24433;25.86274
1.2.246.10.1746664.10.1.10349;62.2512;25.71459
1.2.246.10.1746664.10.1.10350;62.26935;25.79938
1.2.246.10.1746664.10.1.10351;62.02028;25.56952
1.2.246.10.1746664.10.1.10352;62.28074;25.75483
1.2.246.10.1746664.10.1.10353;62.28893;25.75298
1.2.246.10.1746664.10.1.10354;62.22799;25.76016
1.2.246.10.1746664.10.1.10355;62.24779;25.70525
1.2.246.10.1746664.10.1.10356;62.23808;25.74503
1.2.246.10.1746664.10.1.10357;62.23808;25.74503
1.2.246.10.1746664.10.1.10358;62.23808;25.74503
1.2.246.10.1746664.10.1.10359;62.23808;25.74503
1.2.246.10.1746664.10.1.10360;62.23808;25.74503
1.2.246.10.1746664.10.1.10361;62.23808;25.74503
1.2.246.10.1746664.10.1.10362;62.23808;25.74503
1.2.246.10.1746664.10.1.10363;62.23808;25.74503
1.2.246.10.1746664.10.1.10364;62.23808;25.74503
1.2.246.10.1746664.10.1.10365;62.22945;25.7104
1.2.246.10.1746664.10.1.10366;62.29882;26.48229
1.2.246.10.1746664.10.1.10367;61.73858;26.11876
1.2.246.10.1746664.10.1.10368;62.26286;24.71114
1.2.246.10.1746664.10.1.10369;62.62902;26.28615
1.2.246.10.1746664.10.1.10370;62.40905;25.94788
1.2.246.10.1746664.10.1.10371;62.26587;26.20956
1.2.246.10.1746664.10.1.10372;62.4044049;24.7921214
1.2.246.10.1746664.10.1.10373;62.12928;25.68077
1.2.246.10.1746664.10.1.10374;62.23808;25.74503
1.2.246.10.1746664.10.1.10375;62.26043;25.17833
1.2.246.10.1746664.10.1.10376;62.09863;26.08821
1.2.246.10.1746664.10.1.10377;62.50184;25.43156
1.2.246.10.1746664.10.1.10378;62.23808;25.74503
1.2.246.10.1746664.10.1.10379;62.23808;25.74503
1.2.246.10.1746664.10.1.10380;62.23228;25.70907
1.2.246.10.1746664.10.1.10381;62.12896;25.6751
1.2.246.10.1746664.10.1.10382;62.12928;25.68077
1.2.246.10.1746664.10.1.10383;62.13889;25.68784
1.2.246.10.1746664.10.1.10384;62.12977;25.67803
1.2.246.10.1746664.10.1.10385;62.12977;25.67803
1.2.246.10.1746664.10.1.10386;62.26346;25.16772
1.2.246.10.1746664.10.1.10387;62.1586473;25.7638475
1.2.246.10.1746664.10.1.10388;62.15467;25.76218
1.2.246.10.1746664.10.1.10389;62.3903;26.4347
1.2.246.10.1746664.10.1.10390;62.3903;26.4347
1.2.246.10.1746664.10.1.10391;62.39485;26.43154
1.2.246.10.1746664.10.1.10392;62.39424;26.43269
1.2.246.10.1746664.10.1.10393;62.39424;26.43269
1.2.246.10.1746664.10.1.10394;62.50109;25.43205
1.2.246.10.1746664.10.1.10395;62.50109;25.43205
1.2.246.10.1746664.10.1.10396;62.26796;25.72417
1.2.246.10.1746664.10.1.10397;62.2409;25.74351
1.2.246.10.1746664.10.1.10398;62.23228;25.70907
1.2.246.10.1746664.10.1.10399;62.24461;25.75091
1.2.246.10.1746664.10.1.10400;62.24201;25.75296
1.2.246.10.1746664.10.1.10401;62.24201;25.75296
1.2.246.10.1746664.10.1.10402;62.15515;25.76013
1.2.246.10.1746664.10.1.10403;62.15515;25.76013
1.2.246.10.17467643.10.0;64.14959;28.25341
1.2.246.10.17467643.10.1;64.14959;28.25341
1.2.246.10.17467643.10.2;64.22487;27.73301
1.2.246.10.17467643.10.3;64.11215;27.17437
1.2.246.10.17467643.10.4;63.94729;28.1677
1.2.246.10.17467643.10.5;64.2278571;27.7274225
1.2.246.10.17470236.10.0;64.22925;27.72574
1.2.246.10.17470236.10.1;64.2278571;27.7274225
1.2.246.10.17470236.10.2;64.22487;27.73301
1.2.246.10.17470236.10.3;65.00887;25.47102
1.2.246.10.17470236.10.4;63.94729;28.1677
1.2.246.10.17470236.10.5;64.11215;27.17437
1.2.246.10.1747114.10.0;62.25298;25.73542
1.2.246.10.1747114.10.1;62.25298;25.73542
1.2.246.10.1747114.10.2;62.25271;25.73501
1.2.246.10.1747114.10.3;62.24404;25.78604
1.2.246.10.17471394.10.0;60.46015;22.29608
1.2.246.10.17471394.10.1;60.46015;22.29608
1.2.246.10.17473525.10.0;65.36044;27.01908
1.2.246.10.17473525.10.1;64.99001;25.5261
1.2.246.10.17474237.10.0;62.20511;30.37722
1.2.246.10.17474237.10.1;62.20511;30.37722
1.2.246.10.17474237.10.2;62.20511;30.37722
1.2.246.10.1747608.10.0;62.24143;25.74456
1.2.246.10.1747608.10.1;62.24003;25.74304
1.2.246.10.1747608.10.2;61.73858;26.11876
1.2.246.10.1747608.10.3;63.07089;25.85089
1.2.246.10.1747608.10.4;62.59795;25.72515
1.2.246.10.1747608.10.5;62.26286;24.71114
1.2.246.10.1747608.10.6;62.71065;25.25579
1.2.246.10.1747608.10.7;61.8764;25.18975
1.2.246.10.1747608.10.8;62.24143;25.74456
1.2.246.10.1747608.10.9;62.59795;25.72515
1.2.246.10.1747755.10.0;62.25031;25.73232
1.2.246.10.1747755.10.1;62.23675;25.72142
1.2.246.10.1747800.10.0;62.24751;25.74406
1.2.246.10.1747800.10.1;62.24751;25.74406
1.2.246.10.17478852.10.0;60.15982;24.78514
1.2.246.10.17478852.10.1;60.17743;24.92327
1.2.246.10.17479679.10.0;62.89295;26.97072
1.2.246.10.17479679.10.1;62.89295;26.97072
1.2.246.10.1748125.10.0;62.25031;25.73232
1.2.246.10.1748125.10.1;62.25031;25.73232
1.2.246.10.1748125.10.2;62.23632;25.73639
1.2.246.10.17483045.10.0;60.16475;25.08114
1.2.246.10.17483045.10.1;60.16475;25.08114
1.2.246.10.17485630.10.0;61.50323;23.82784
1.2.246.10.17485630.10.1;61.501906;23.7587671
1.2.246.10.17485630.10.10;61.86913;28.87868
1.2.246.10.17485630.10.11;60.99656;24.46331
1.2.246.10.17485630.10.12;61.49686;23.77281
1.2.246.10.17485630.10.2;60.24875;24.06178
1.2.246.10.17485630.10.3;60.15854;24.87647
1.2.246.10.17485630.10.4;60.99901;24.47872
1.2.246.10.17485630.10.5;61.501906;23.7587671
1.2.246.10.17485630.10.6;60.80946;23.63166
1.2.246.10.17485630.10.7;62.31609;27.86718
1.2.246.10.17485630.10.8;61.6918;27.27475
1.2.246.10.17485630.10.9;62.24393;25.74884
1.2.246.10.17485665.10.0;61.47796;23.70694
1.2.246.10.17485665.10.1;61.49844;23.77182
1.2.246.10.17485665.10.2;61.501906;23.7587671
1.2.246.10.17485665.10.3;61.31302;23.75325
1.2.246.10.17485665.10.4;61.66633;23.18124
1.2.246.10.17485665.10.5;61.49857;23.76955
1.2.246.10.17487054.10.0;60.98975;25.65192
1.2.246.10.17487054.10.1;60.98975;25.65192
1.2.246.10.17496137.10.0;60.16461;24.91733
1.2.246.10.17496137.10.1;61.03933;28.17956
1.2.246.10.17497164.10.0;62.77944;25.926
1.2.246.10.17497164.10.1;62.77944;25.926
1.2.246.10.17497295.10.0;60.16642;24.93575
1.2.246.10.17497295.10.1;60.16957;24.94595
1.2.246.10.17497295.10.2;60.17277;24.81038
1.2.246.10.17497295.10.3;61.49624;23.76657
1.2.246.10.17497295.10.4;65.00887;25.47102
1.2.246.10.17497295.10.5;60.45183;22.25793
1.2.246.10.17497295.10.6;60.16802;24.9364
1.2.246.10.17497295.10.7;60.1696;24.94377
1.2.246.10.17497930.10.0;60.19533;24.89181
1.2.246.10.17497930.10.1;60.59689;22.74111
1.2.246.10.17497930.10.10;60.45143;22.23829
1.2.246.10.17497930.10.11;60.45143;22.23829
1.2.246.10.17497930.10.12;60.56148;22.11396
1.2.246.10.17497930.10.13;60.45143;22.23829
1.2.246.10.17497930.10.15;62.88922;27.62958
1.2.246.10.17497930.10.16;61.2466;22.29435
1.2.246.10.17497930.10.17;61.13681;22.6091
1.2.246.10.17497930.10.18;61.49701;21.80068
1.2.246.10.17497930.10.19;60.31298;24.44067
1.2.246.10.17497930.10.2;60.71506;22.07748
1.2.246.10.17497930.10.20;60.45143;22.23829
1.2.246.10.17497930.10.21;61.27699;24.0002
1.2.246.10.17497930.10.22;61.97998;24.58926
1.2.246.10.17497930.10.23;62.96256;23.08632
1.2.246.10.17497930.10.24;60.45143;22.23829
1.2.246.10.17497930.10.25;60.45143;22.23829
1.2.246.10.17497930.10.26;60.99901;24.47872
1.2.246.10.17497930.10.27;60.43908;24.90773
1.2.246.10.17497930.10.3;60.41679;22.32516
1.2.246.10.17497930.10.4;60.39749;22.52337
1.2.246.10.17497930.10.5;60.4083;23.09598
1.2.246.10.17497930.10.6;60.45143;22.23829
1.2.246.10.17497930.10.7;60.47132;22.63898
1.2.246.10.17497930.10.8;60.45143;22.23829
1.2.246.10.17497930.10.9;60.45143;22.23829
1.2.246.10.17498829.10.0;60.07138;23.67729
1.2.246.10.17498829.10.1;60.07138;23.67729
1.2.246.10.17499397.10.0;60.1871;24.91191
1.2.246.10.17499397.10.1;63.09178;21.6224
1.2.246.10.17499397.10.2;63.09361;21.61492
1.2.246.10.17499573.10.0;60.84764;23.0718
1.2.246.10.17499573.10.1;60.85246;23.05694
1.2.246.10.17499776.10.0;62.24578;25.74871
1.2.246.10.17499776.10.1;62.24578;25.74871
1.2.246.10.17500255.10.0;60.7707;26.11463
1.2.246.10.17500255.10.1;60.7707;26.11463
1.2.246.10.17505240.10.0;60.19925;24.89996
1.2.246.10.17505240.10.1;60.19925;24.89996
1.2.246.10.17505558.10.0;62.63177;29.65985
1.2.246.10.17505558.10.1;62.63177;29.65985
1.2.246.10.17506948.10.0;60.17671;24.74909
1.2.246.10.17506948.10.1;60.17649;24.80436
1.2.246.10.17506948.10.2;60.26181;24.85506
1.2.246.10.17506948.10.3;60.20224;24.96683
1.2.246.10.17506948.10.4;60.1805;24.94927
1.2.246.10.17506948.10.5;60.17612;24.80276
1.2.246.10.17506948.10.6;60.16954;24.93818
1.2.246.10.17507131.10.0;65.00624;25.54731
1.2.246.10.17507131.10.1;65.96648;29.18016
1.2.246.10.17507131.10.2;65.00917;25.47786
1.2.246.10.17507131.10.3;65.36044;26.9937
1.2.246.10.17507131.10.4;65.01002;25.47741
1.2.246.10.17507131.10.5;65.01233;25.46889
1.2.246.10.17507131.10.6;65.96138;29.18294
1.2.246.10.17512547.10.0;66.50293;25.72979
1.2.246.10.17512547.10.1;66.50293;25.72979
1.2.246.10.17513363.10.0;62.44458;27.66971
1.2.246.10.17513363.10.1;62.44458;27.66971
1.2.246.10.17513363.10.2;62.44428;27.67071
1.2.246.10.17513363.10.3;62.30881;27.93863
1.2.246.10.17513363.10.4;62.71018;28.01145
1.2.246.10.17513363.10.5;62.31612;27.87321
1.2.246.10.17513953.10.0;61.50007;23.77224
1.2.246.10.17513953.10.1;61.98105;23.35878
1.2.246.10.17516396.10.0;63.21629;22.05658
1.2.246.10.17516396.10.1;63.21629;22.05658
1.2.246.10.17519204.10.0;60.38675;25.64854
1.2.246.10.17519204.10.1;60.39123;25.66461
1.2.246.10.17519204.10.2;60.38675;25.64854
1.2.246.10.17522032.10.0;61.0549071;24.3724332
1.2.246.10.17522032.10.1;61.0549071;24.3724332
1.2.246.10.17522649.10.0;60.98064;25.65475
1.2.246.10.17522649.10.1;60.98064;25.65475
1.2.246.10.17522649.10.2;60.98064;25.65475
1.2.246.10.17525989.10.0;65.00912;25.4733
1.2.246.10.17525989.10.1;60.48982;26.74133
1.2.246.10.17525989.10.11;63.85906;23.45137
1.2.246.10.17525989.10.12;65.0088;25.46944
1.2.246.10.17525989.10.13;64.12854;29.51029
1.2.246.10.17525989.10.14;65.02176;25.49828
1.2.246.10.17525989.10.15;66.49937;25.71088
1.2.246.10.17525989.10.16;66.08591;24.81206
1.2.246.10.17525989.10.17;66.32982;23.68137
1.2.246.10.17525989.10.18;66.50052;25.70902
1.2.246.10.17525989.10.19;60.19939;24.89934
1.2.246.10.17525989.10.2;62.90204;26.95984
1.2.246.10.17525989.10.20;63.09667;21.61262
1.2.246.10.17525989.10.21;65.01002;25.47741
1.2.246.10.17525989.10.22;61.05245;28.23705
1.2.246.10.17525989.10.23;61.44226;23.84913
1.2.246.10.17525989.10.24;62.18928;25.71204
1.2.246.10.17525989.10.25;65.00566;25.4672
1.2.246.10.17525989.10.26;62.18928;25.71204
1.2.246.10.17525989.10.27;60.49346;26.85773
1.2.246.10.17525989.10.28;64.81048;25.98392
1.2.246.10.17525989.10.29;64.81256;26.02894
1.2.246.10.17525989.10.3;66.49937;25.71088
1.2.246.10.17525989.10.30;65.00566;25.4672
1.2.246.10.17525989.10.31;61.50023;23.86502
1.2.246.10.17525989.10.32;60.13603;24.23092
1.2.246.10.17525989.10.33;64.99442;25.46153
1.2.246.10.17525989.10.34;64.99442;25.46153
1.2.246.10.17525989.10.35;66.50727;25.70058
1.2.246.10.17525989.10.36;61.49857;23.76955
1.2.246.10.17525989.10.37;64.22758;27.72896
1.2.246.10.17525989.10.38;61.16318;23.8658
1.2.246.10.17525989.10.39;61.21147;23.76398
1.2.246.10.17525989.10.4;61.46956;23.78094
1.2.246.10.17525989.10.40;65.96491;29.1968
1.2.246.10.17525989.10.41;65.56995;28.23238
1.2.246.10.17525989.10.42;65.96431;29.19473
1.2.246.10.17525989.10.43;60.19925;24.89996
1.2.246.10.17525989.10.44;61.49756;23.76195
1.2.246.10.17525989.10.45;64.81256;26.02894
1.2.246.10.17525989.10.46;64.26885;24.85063
1.2.246.10.17525989.10.47;60.98853;25.7265
1.2.246.10.17525989.10.48;60.6450752;22.5769813
1.2.246.10.17525989.10.49;62.1295599;25.6791604
1.2.246.10.17525989.10.5;62.18928;25.71204
1.2.246.10.17525989.10.52;61.46956;23.78094
1.2.246.10.17525989.10.53;66.11103;28.15398
1.2.246.10.17525989.10.54;66.11279;28.1718
1.2.246.10.17525989.10.55;66.11183;28.15182
1.2.246.10.17525989.10.56;66.11183;28.15182
1.2.246.10.17525989.10.57;66.11501;28.15641
