Tunniste;lat;lon
1.2.246.10.2026378.10.14;65.05683;25.47178
1.2.246.10.2026378.10.15;66.48659;25.71241
1.2.246.10.2026378.10.16;62.89493;27.65613
1.2.246.10.2026378.10.17;62.24557;25.75066
1.2.246.10.2026378.10.18;62.78824;22.82094
1.2.246.10.2026378.10.19;61.18593;28.76828
1.2.246.10.2026378.10.2;60.191;24.83208
1.2.246.10.2026378.10.20;61.12957;21.4972
1.2.246.10.2026378.10.21;61.44878;23.86001
1.2.246.10.2026378.10.22;61.12864;21.4983
1.2.246.10.2026378.10.23;60.20487;24.96303
1.2.246.10.2026378.10.24;60.22752;25.0129
1.2.246.10.2026378.10.4;60.99771;24.44903
1.2.246.10.2026378.10.5;61.13044;21.49761
1.2.246.10.2026378.10.6;60.45653;22.29313
1.2.246.10.2026378.10.7;61.45054;23.85789
1.2.246.10.2026378.10.8;62.23546;25.72677
1.2.246.10.2026378.10.9;63.09675;21.61362
1.2.246.10.20264396.10.0;60.45469;22.2991
1.2.246.10.20264396.10.1;60.45278;22.26632
1.2.246.10.20264396.10.10;60.45012;22.29546
1.2.246.10.20264396.10.11;60.45183;22.25793
1.2.246.10.20264396.10.12;60.45693;22.26969
1.2.246.10.20264396.10.2;60.45693;22.26969
1.2.246.10.20264396.10.3;60.45183;22.25793
1.2.246.10.20264396.10.4;60.38634;23.12368
1.2.246.10.20264396.10.5;60.4482;22.29006
1.2.246.10.20264396.10.6;60.45469;22.2991
1.2.246.10.20264396.10.7;60.45183;22.25793
1.2.246.10.20264396.10.8;60.45123;22.2654
1.2.246.10.20264396.10.9;60.45276;22.28663
1.2.246.10.20266973.10.0;60.23101;25.13185
1.2.246.10.20266973.10.1;60.8707;26.6871
1.2.246.10.20266973.10.10;60.98287;25.65654
1.2.246.10.20266973.10.13;60.21422;25.08899
1.2.246.10.20266973.10.14;60.47033;25.08739
1.2.246.10.20266973.10.15;60.17743;24.92327
1.2.246.10.20266973.10.2;60.2167084;24.8111705
1.2.246.10.20266973.10.3;60.98136;25.65499
1.2.246.10.20266973.10.4;60.87055;26.72548
1.2.246.10.20266973.10.5;60.86713;26.69601
1.2.246.10.20266973.10.6;60.23775;24.89002
1.2.246.10.20268223.10.0;61.48598;21.78804
1.2.246.10.20268223.10.1;61.48598;21.78804
1.2.246.10.20270219.10.0;61.00679;25.68978
1.2.246.10.20270219.10.1;61.00679;25.68978
1.2.246.10.20272476.10.0;60.23253;24.96167
1.2.246.10.20272476.10.1;60.20537;24.87957
1.2.246.10.20274471.10.0;63.83891;23.13009
1.2.246.10.20274471.10.1;63.83891;23.13009
1.2.246.10.20274471.10.2;63.83763;23.13366
1.2.246.10.2027485.10.0;52.23418;21.01429
1.2.246.10.2027485.10.1;60.20814;25.07364
1.2.246.10.2027485.10.2;60.20814;25.07364
1.2.246.10.20276426.10.0;60.18465;24.98234
1.2.246.10.20276426.10.1;60.1805;24.94927
1.2.246.10.20276426.10.10;60.46758;25.09691
1.2.246.10.20276426.10.11;60.31648;24.96552
1.2.246.10.20276426.10.12;60.40083;25.0232
1.2.246.10.20276426.10.14;60.29001;25.03623
1.2.246.10.20276426.10.15;60.63317;24.86305
1.2.246.10.20276426.10.16;60.20537;24.87957
1.2.246.10.20276426.10.17;60.16988;24.93174
1.2.246.10.20276426.10.18;60.16415;24.91895
1.2.246.10.20276426.10.2;60.2167084;24.8111705
1.2.246.10.20276426.10.3;60.17743;24.92327
1.2.246.10.20276426.10.4;60.47107;25.08812
1.2.246.10.20276426.10.5;60.16954;24.93818
1.2.246.10.20276426.10.6;60.22901;25.01911
1.2.246.10.20276426.10.7;60.40849;25.08984
1.2.246.10.20276426.10.8;60.21951;24.87967
1.2.246.10.20276426.10.9;60.40262;25.10348
1.2.246.10.2027741.10.0;60.29255;25.03898
1.2.246.10.2027741.10.1;60.32895;25.06014
1.2.246.10.20278392.10.0;61.87042;28.80384
1.2.246.10.20278392.10.1;60.1679;24.94068
1.2.246.10.20278392.10.2;61.87004;28.88062
1.2.246.10.20278392.10.3;61.87047;28.87775
1.2.246.10.20278392.10.4;61.55516;29.50075
1.2.246.10.20278499.10.0;60.19409;24.95059
1.2.246.10.20278499.10.1;60.19409;24.95059
1.2.246.10.20279395.10.0;66.49966;25.70071
1.2.246.10.20279395.10.1;65.01184;25.47886
1.2.246.10.20279395.10.2;64.40919;27.83323
1.2.246.10.20279395.10.3;64.21967;27.73236
1.2.246.10.20279395.10.4;66.51663;25.69791
1.2.246.10.20280142.10.0;61.46661;23.84845
1.2.246.10.20280142.10.1;61.49773;23.76205
1.2.246.10.20280142.10.2;61.49624;23.76657
1.2.246.10.20280142.10.3;61.49553;23.76249
1.2.246.10.20280142.10.4;61.49732;23.75858
1.2.246.10.20280142.10.5;61.54741;23.60057
1.2.246.10.20280142.10.6;61.49686;23.77281
1.2.246.10.20280142.10.7;61.50047;23.75351
1.2.246.10.20280214.10.0;60.15573;24.93202
1.2.246.10.20280214.10.1;60.17612;24.80276
1.2.246.10.20281698.10.0;60.22665;24.95599
1.2.246.10.20281698.10.1;65.03868;25.48376
1.2.246.10.20281698.10.2;64.91319;25.50456
1.2.246.10.20281698.10.3;65.01975;25.48806
1.2.246.10.20281698.10.4;60.24358;24.99241
1.2.246.10.20281698.10.5;64.97884;25.5803
1.2.246.10.2028170.10.0;60.59454;24.8824
1.2.246.10.2028170.10.1;60.63423;24.86521
1.2.246.10.20281938.10.0;61.48577;26.82113
1.2.246.10.20281938.10.1;61.6918;27.27475
1.2.246.10.20281938.10.2;60.86811;26.70433
1.2.246.10.20281938.10.3;61.41593;26.87808
1.2.246.10.20281938.10.4;61.41862;26.87957
1.2.246.10.20281938.10.5;61.68645;27.26918
1.2.246.10.20281938.10.6;61.68614;27.26885
1.2.246.10.2028429.10.0;60.63799;24.86678
1.2.246.10.2028429.10.1;60.63799;24.86678
1.2.246.10.2028429.10.2;60.63682;24.86841
1.2.246.10.2028429.10.3;60.62694;24.8205
1.2.246.10.2028429.10.4;60.61534;24.86984
1.2.246.10.20286886.10.0;60.50047;26.9631
1.2.246.10.20286886.10.1;60.50047;26.9631
1.2.246.10.20290041.10.0;62.79066;22.83547
1.2.246.10.20290041.10.1;62.79066;22.83547
1.2.246.10.20291036.10.0;62.24996;25.78079
1.2.246.10.20291036.10.1;62.2436;25.78775
1.2.246.10.2029325.10.0;60.46883;25.09663
1.2.246.10.2029325.10.1;60.46883;25.09663
1.2.246.10.2029552.10.0;60.45521;25.08143
1.2.246.10.2029552.10.1;60.45521;25.08143
1.2.246.10.20296670.10.0;61.77686;23.25606
1.2.246.10.20296670.10.1;61.77686;23.25606
1.2.246.10.20296670.10.2;61.31869;22.92044
1.2.246.10.20296670.10.3;61.34115;22.90706
1.2.246.10.20296734.10.0;60.61058;23.58474
1.2.246.10.20296734.10.1;60.61058;23.58474
1.2.246.10.20297542.10.0;62.24559;25.68687
1.2.246.10.20297542.10.1;62.22864;25.77129
1.2.246.10.20297542.10.2;62.22529;25.76946
1.2.246.10.20299660.10.0;60.23427;24.83692
1.2.246.10.20299660.10.1;60.16935;24.94164
1.2.246.10.20299660.10.2;60.20537;24.87957
1.2.246.10.20299660.10.3;60.16954;24.93818
1.2.246.10.20299660.10.4;60.63283;24.86097
1.2.246.10.20299660.10.5;60.17743;24.92327
1.2.246.10.20299660.10.6;59.82545;22.96602
1.2.246.10.20300422.10.0;60.17566;24.72508
1.2.246.10.20300422.10.1;60.16988;24.93174
1.2.246.10.20300692.10.0;61.50665;23.03446
1.2.246.10.20300692.10.1;61.52026;22.93338
1.2.246.10.2030262.10.20101;60.21448;24.71668
1.2.246.10.2030262.10.20102;60.21448;24.71668
1.2.246.10.2030262.10.20103;60.22436;24.70771
1.2.246.10.2030262.10.20104;60.22436;24.70771
1.2.246.10.2030262.10.20105;60.2115;24.71914
1.2.246.10.2030262.10.20106;60.2131;24.71541
1.2.246.10.2030262.10.20107;60.21669;24.71298
1.2.246.10.2030262.10.20108;60.2154;24.70299
1.2.246.10.2030262.10.20109;60.21391;24.723
1.2.246.10.2030262.10.20110;60.21391;24.723
1.2.246.10.2030262.10.20111;60.2115;24.71914
1.2.246.10.2030262.10.20112;60.2115;24.71914
1.2.246.10.2030262.10.20113;60.2115;24.71914
1.2.246.10.2030262.10.20114;60.21057;24.71804
1.2.246.10.2030262.10.20115;60.21448;24.71668
1.2.246.10.2030262.10.20116;60.21448;24.71668
1.2.246.10.2030262.10.20117;60.21037;24.72886
1.2.246.10.2030262.10.20118;60.21037;24.72886
1.2.246.10.2030262.10.20119;60.21037;24.72886
1.2.246.10.2030262.10.20120;60.21037;24.72886
1.2.246.10.20305995.10.0;65.03012;26.14918
1.2.246.10.20305995.10.1;65.03012;26.14918
1.2.246.10.20309080.10.0;60.47201;25.08147
1.2.246.10.20309080.10.1;60.47201;25.08147
1.2.246.10.2031003.10.0;60.12737;24.43778
1.2.246.10.2031003.10.1;60.13771;24.45216
1.2.246.10.2031003.10.2;60.12737;24.43778
1.2.246.10.2031003.10.3;60.1199;24.4615
1.2.246.10.2031070.10.0;60.12191;24.43962
1.2.246.10.2031070.10.10;60.12191;24.43962
1.2.246.10.2031070.10.100000;60.12044;24.4389
1.2.246.10.2031070.10.100001;60.12044;24.4389
1.2.246.10.2031070.10.100002;60.12044;24.4389
1.2.246.10.2031070.10.100003;60.12044;24.4389
1.2.246.10.2031070.10.100004;60.12044;24.4389
1.2.246.10.2031070.10.100005;60.12044;24.4389
1.2.246.10.2031070.10.100006;60.12044;24.4389
1.2.246.10.2031070.10.100007;60.12044;24.4389
1.2.246.10.2031070.10.100008;60.12044;24.4389
1.2.246.10.2031070.10.100009;60.12044;24.4389
1.2.246.10.2031070.10.100010;60.12044;24.4389
1.2.246.10.2031070.10.100011;60.12477;24.43514
1.2.246.10.2031070.10.100012;60.12044;24.4389
1.2.246.10.2031070.10.100013;60.12044;24.4389
1.2.246.10.2031070.10.100014;60.12191;24.43962
1.2.246.10.2031070.10.100015;60.12044;24.4389
1.2.246.10.2031070.10.100016;60.12382;24.4384
1.2.246.10.2031070.10.100017;60.12044;24.4389
1.2.246.10.2031070.10.100018;60.12044;24.4389
1.2.246.10.2031070.10.100019;60.12044;24.4389
1.2.246.10.2031070.10.100020;60.15286;24.53551
1.2.246.10.2031070.10.100021;60.12044;24.4389
1.2.246.10.2031070.10.100022;60.12044;24.4389
1.2.246.10.2031070.10.100023;60.26948;24.44378
1.2.246.10.2031070.10.100024;60.1295889;24.4330425
1.2.246.10.2031070.10.100025;60.1295889;24.4330425
1.2.246.10.2031070.10.100026;60.1295889;24.4330425
1.2.246.10.2031070.10.100027;60.15348;24.53194
1.2.246.10.2031070.10.100028;60.15348;24.53194
1.2.246.10.2031070.10.100029;60.15348;24.53194
1.2.246.10.2031070.10.100030;60.12044;24.4389
1.2.246.10.2031070.10.100031;60.12044;24.4389
1.2.246.10.2031070.10.100032;60.12044;24.4389
1.2.246.10.2031070.10.100033;60.12044;24.4389
1.2.246.10.2031070.10.100034;60.12044;24.4389
1.2.246.10.2031070.10.100035;60.12044;24.4389
1.2.246.10.2031070.10.100036;60.16372;24.54042
1.2.246.10.2031070.10.100037;60.16372;24.54042
1.2.246.10.2031070.10.100038;60.16372;24.54042
1.2.246.10.2031070.10.100039;60.16372;24.54042
1.2.246.10.2031070.10.100040;60.12382;24.4384
1.2.246.10.2031070.10.100041;60.16372;24.54042
1.2.246.10.2031070.10.100042;60.27237;24.43581
1.2.246.10.2031070.10.100043;60.16372;24.54042
1.2.246.10.2031070.10.100044;60.16372;24.54042
1.2.246.10.2031070.10.100045;60.26784;24.4638
1.2.246.10.2031070.10.100046;60.12191;24.43962
1.2.246.10.2031070.10.100047;60.12044;24.4389
1.2.246.10.2031070.10.100048;60.17664;24.54397
1.2.246.10.2031070.10.100049;60.15261;24.54761
1.2.246.10.2031070.10.100050;60.16808;24.53633
1.2.246.10.2031070.10.100051;60.15644;24.53077
1.2.246.10.2031070.10.100052;60.15615;24.52942
1.2.246.10.2031070.10.100053;60.15644;24.53077
1.2.246.10.2031070.10.100054;60.11773;24.43529
1.2.246.10.2031070.10.100055;60.05028;24.50276
1.2.246.10.2031070.10.100056;60.13315;24.44085
1.2.246.10.2031070.10.100057;60.13132;24.44127
1.2.246.10.2031070.10.100058;60.12778;24.46539
1.2.246.10.2031070.10.100059;60.09046;24.39692
1.2.246.10.2031070.10.100060;60.13132;24.44127
1.2.246.10.2031070.10.100061;60.12275;24.43641
1.2.246.10.2031070.10.100062;60.12185;24.43738
1.2.246.10.2031070.10.100063;60.0996;24.56531
1.2.246.10.2031070.10.100064;60.13313;24.44438
1.2.246.10.2031070.10.100065;60.12275;24.43641
1.2.246.10.2031070.10.100066;60.12207;24.47131
1.2.246.10.2031070.10.100067;60.20281;24.49786
1.2.246.10.2031070.10.100068;60.23409;24.40098
1.2.246.10.2031070.10.100069;60.271;24.44491
1.2.246.10.2031070.10.100070;60.26912;24.43872
1.2.246.10.2031070.10.100071;60.03283;24.36668
1.2.246.10.2031070.10.100072;60.12044;24.4389
1.2.246.10.2031070.10.100073;60.12044;24.4389
1.2.246.10.2031070.10.100074;60.12044;24.4389
1.2.246.10.2031070.10.100075;60.12382;24.4384
1.2.246.10.2031070.10.100076;60.12044;24.4389
1.2.246.10.2031070.10.100077;60.15348;24.53194
1.2.246.10.2031070.10.100078;60.15348;24.53194
1.2.246.10.2031070.10.100079;60.15348;24.53194
1.2.246.10.2031070.10.100080;60.12522;24.43691
1.2.246.10.2031070.10.100081;60.12522;24.43691
1.2.246.10.2031070.10.100082;60.12522;24.43691
1.2.246.10.2031070.10.100083;60.271;24.44491
1.2.246.10.2031070.10.100084;60.271;24.44491
1.2.246.10.2031070.10.100085;60.271;24.44491
1.2.246.10.2031070.10.100086;60.17171;24.39653
1.2.246.10.2031070.10.100087;60.17171;24.39653
1.2.246.10.2031070.10.100088;60.12191;24.43962
1.2.246.10.2031070.10.100089;60.12846;24.43285
1.2.246.10.2031070.10.100090;60.12846;24.43285
1.2.246.10.2031070.10.100091;60.12846;24.43285
1.2.246.10.2031070.10.100092;60.26948;24.44378
1.2.246.10.2031070.10.100093;60.26948;24.44378
1.2.246.10.2031070.10.100094;60.26948;24.44378
1.2.246.10.2031070.10.100095;60.12044;24.4389
1.2.246.10.2031070.10.100096;60.12044;24.4389
1.2.246.10.2031070.10.100097;60.12359;24.42876
1.2.246.10.2031070.10.100098;60.15987;24.51578
1.2.246.10.2031070.10.100099;60.12477;24.43514
1.2.246.10.2031070.10.100100;60.12044;24.4389
1.2.246.10.2031070.10.100101;60.12044;24.4389
1.2.246.10.2031070.10.100102;60.12044;24.4389
1.2.246.10.2031070.10.100103;60.12044;24.4389
1.2.246.10.2031070.10.100104;60.12044;24.4389
1.2.246.10.2031070.10.100105;60.12044;24.4389
1.2.246.10.2031070.10.100106;60.12191;24.43962
1.2.246.10.2031070.10.100107;60.12191;24.43962
1.2.246.10.2031070.10.100108;60.17171;24.39653
1.2.246.10.2031070.10.100109;60.17171;24.39653
1.2.246.10.2031070.10.100110;60.17171;24.39653
1.2.246.10.2031070.10.100111;60.17171;24.39653
1.2.246.10.2031070.10.100112;60.12191;24.43962
1.2.246.10.2031070.10.100113;60.11938;24.42782
1.2.246.10.2031070.10.100114;60.12044;24.4389
1.2.246.10.2031070.10.100115;60.12044;24.4389
1.2.246.10.2031070.10.100116;60.12044;24.4389
1.2.246.10.2031070.10.100117;60.12044;24.4389
1.2.246.10.2031070.10.100118;60.12044;24.4389
1.2.246.10.2031070.10.100119;60.12044;24.4389
1.2.246.10.2031070.10.100120;60.12044;24.4389
1.2.246.10.2031070.10.100121;60.13315;24.44085
1.2.246.10.2031070.10.100122;60.09046;24.39692
1.2.246.10.2031070.10.100123;60.12327;24.43657
1.2.246.10.2031070.10.100124;60.12044;24.4389
1.2.246.10.2031070.10.100125;60.15348;24.53194
1.2.246.10.2031070.10.100126;60.15644;24.53077
1.2.246.10.2031070.10.100127;60.271;24.44491
1.2.246.10.2031070.10.100128;60.271;24.44491
1.2.246.10.2031070.10.100129;60.1295889;24.4330425
1.2.246.10.2031070.10.100130;60.1295889;24.4330425
1.2.246.10.2031070.10.100131;60.1295889;24.4330425
1.2.246.10.2031070.10.100132;60.12765;24.43646
1.2.246.10.2031070.10.100134;60.12044;24.4389
1.2.246.10.2031070.10.100135;60.12044;24.4389
1.2.246.10.2031070.10.100136;60.12044;24.4389
1.2.246.10.2031070.10.100137;60.12044;24.4389
1.2.246.10.2031070.10.100138;60.12044;24.4389
1.2.246.10.2031070.10.100139;60.12044;24.4389
1.2.246.10.2031070.10.100140;60.12044;24.4389
1.2.246.10.2031070.10.100141;60.12044;24.4389
1.2.246.10.2031070.10.100142;60.12044;24.4389
1.2.246.10.2031070.10.100143;60.13315;24.44085
1.2.246.10.2031070.10.100144;60.12327;24.43657
1.2.246.10.2031070.10.100145;60.12044;24.4389
1.2.246.10.2031070.10.100146;60.15348;24.53194
1.2.246.10.2031070.10.100147;60.15348;24.53194
1.2.246.10.2031070.10.100148;60.271;24.44491
1.2.246.10.2031070.10.100149;60.12044;24.4389
1.2.246.10.2031070.10.100150;60.12044;24.4389
1.2.246.10.2031070.10.100151;60.12044;24.4389
1.2.246.10.2031070.10.100152;60.12191;24.43962
1.2.246.10.2031070.10.100153;60.17171;24.39653
1.2.246.10.2031070.10.100154;60.1295889;24.4330425
1.2.246.10.2031070.10.100155;60.12846;24.43285
1.2.246.10.2031070.10.100156;60.12044;24.4389
1.2.246.10.2031070.10.100157;60.12044;24.4389
1.2.246.10.2031070.10.100158;60.12044;24.4389
1.2.246.10.2031070.10.100159;60.12044;24.4389
1.2.246.10.2031070.10.100160;60.12044;24.4389
1.2.246.10.2031070.10.100161;60.12044;24.4389
1.2.246.10.2031070.10.100162;60.13315;24.44085
1.2.246.10.2031070.10.100163;60.09046;24.39692
1.2.246.10.2031070.10.100164;60.12327;24.43657
1.2.246.10.2031070.10.100165;60.12044;24.4389
1.2.246.10.2031070.10.100166;60.15644;24.53077
1.2.246.10.2031070.10.100167;60.271;24.44491
1.2.246.10.2031070.10.100168;60.271;24.44491
1.2.246.10.2031070.10.100169;60.15348;24.53194
1.2.246.10.2031070.10.100170;60.12044;24.4389
1.2.246.10.2031070.10.100171;60.12044;24.4389
1.2.246.10.2031070.10.100172;60.12477;24.43514
1.2.246.10.2031070.10.100173;60.15987;24.51578
1.2.246.10.2031070.10.100174;60.16372;24.54042
1.2.246.10.2031070.10.100175;60.1295889;24.4330425
1.2.246.10.2031070.10.100176;60.13074;24.51407
1.2.246.10.2031070.10.100177;60.12044;24.4389
1.2.246.10.2031070.10.100178;60.16372;24.54042
1.2.246.10.2031070.10.100179;60.12044;24.4389
1.2.246.10.20310938.10.0;60.32937;25.08719
1.2.246.10.20310938.10.1;60.32937;25.08719
1.2.246.10.20311113.10.0;66.48632;25.77456
1.2.246.10.20311113.10.1;66.50077;25.73494
1.2.246.10.20311113.10.2;66.50028;25.72409
1.2.246.10.20311113.10.3;66.50309;25.7283
1.2.246.10.20311113.10.4;66.5030445;25.7281553
1.2.246.10.20311113.10.5;66.49871;25.72066
1.2.246.10.20311113.10.6;66.70533;27.44206
1.2.246.10.20311113.10.7;67.41783;26.59239
1.2.246.10.20311113.10.8;67.41783;26.59239
1.2.246.10.20311113.10.9;66.71523;27.43079
1.2.246.10.20311383.10.0;61.11765;28.4995
1.2.246.10.20311383.10.1;61.11765;28.4995
1.2.246.10.20311383.10.2;61.0703;28.26271
1.2.246.10.20311383.10.3;61.05192;28.10751
1.2.246.10.20311383.10.4;61.05347;28.19208
1.2.246.10.20311383.10.5;61.17111;28.76731
1.2.246.10.20311383.10.6;61.11765;28.4995
1.2.246.10.20312028.10.0;60.55256;24.9693
1.2.246.10.20312028.10.1;60.55256;24.9693
1.2.246.10.2031353.10.0;60.62542;26.19853
1.2.246.10.20313629.10.0;60.17257;24.78594
1.2.246.10.20313629.10.1;60.21734;24.81104
1.2.246.10.20313629.10.2;60.17743;24.92327
1.2.246.10.20313629.10.3;60.29001;25.03623
1.2.246.10.20313629.10.4;60.17612;24.80276
1.2.246.10.20313629.10.5;60.1736;24.80234
1.2.246.10.20316440.10.0;60.15892;24.92124
1.2.246.10.20316440.10.1;60.16283;24.9203
1.2.246.10.20316440.10.2;60.15892;24.92124
1.2.246.10.20316555.10.0;65.01624;25.52659
1.2.246.10.20316555.10.1;65.01002;25.47741
1.2.246.10.20316555.10.10;67.80743;24.80164
1.2.246.10.20316555.10.11;65.73415;24.55625
1.2.246.10.20316555.10.2;65.00887;25.47104
1.2.246.10.20316555.10.3;65.01022;25.51602
1.2.246.10.20316555.10.4;65.73858;24.56176
1.2.246.10.20316555.10.5;64.6842;24.47732
1.2.246.10.20316555.10.6;65.8463;24.14577
1.2.246.10.20316555.10.7;65.00887;25.47102
1.2.246.10.20316555.10.8;63.8389;23.12908
1.2.246.10.20316555.10.9;66.5034338;25.7251041
1.2.246.10.20316598.10.0;66.51004;25.7654
1.2.246.10.20316598.10.1;66.50488;25.72073
1.2.246.10.2031847.10.0;60.2498;24.06668
1.2.246.10.2031847.10.1;60.25343;24.06037
1.2.246.10.2031847.10.2;60.2498;24.06668
1.2.246.10.20318497.10.0;62.52561;29.84735
1.2.246.10.20318497.10.1;62.52561;29.84735
1.2.246.10.20319545.10.0;61.34242;22.90832
1.2.246.10.20319545.10.1;61.34242;22.90832
1.2.246.10.20322605.10.0;63.19402;24.47302
1.2.246.10.20322605.10.1;63.19402;24.47302
1.2.246.10.20323392.10.0;66.50796;25.63374
1.2.246.10.20323392.10.1;66.50663;25.73229
1.2.246.10.20323392.10.2;66.50796;25.63374
1.2.246.10.20324627.10.0;62.89393;27.68883
1.2.246.10.20324627.10.1;62.84136;27.64771
1.2.246.10.20324627.10.2;62.89393;27.68883
1.2.246.10.20324627.10.3;60.86869;26.69925
1.2.246.10.20324627.10.4;62.9941506;27.7941655
1.2.246.10.20324627.10.5;60.86811;26.70433
1.2.246.10.20324627.10.6;60.63646;25.3188
1.2.246.10.20324627.10.7;60.39444;25.66303
1.2.246.10.20324627.10.8;60.3807;25.16431
1.2.246.10.20324627.10.9;60.47274;25.0891
1.2.246.10.2032639.10.0;60.45742;26.22511
1.2.246.10.2032639.10.20;60.46015;26.22959
1.2.246.10.2032639.10.20.1000;60.62402;26.19828
1.2.246.10.2032639.10.20.1001;60.62402;26.19828
1.2.246.10.2032639.10.20.1002;60.62402;26.19828
1.2.246.10.2032639.10.20.1003;60.62402;26.19828
1.2.246.10.2032639.10.20.1004;60.68305;26.02751
1.2.246.10.2032639.10.20.1005;60.54934;26.03714
1.2.246.10.2032639.10.20.1006;60.54934;26.03714
1.2.246.10.2032639.10.20.1007;60.54934;26.03714
1.2.246.10.2032639.10.20.1008;60.54934;26.03714
1.2.246.10.2032639.10.20.1009;60.5214;26.46665
1.2.246.10.2032639.10.20.1010;60.5214;26.46665
1.2.246.10.2032639.10.20.1011;60.5214;26.46665
1.2.246.10.2032639.10.20.1012;60.5214;26.46665
1.2.246.10.2032639.10.20.1013;60.50278;25.93244
1.2.246.10.2032639.10.20.1014;60.50278;25.93244
1.2.246.10.2032639.10.20.1015;60.50278;25.93244
1.2.246.10.2032639.10.20.1016;60.50278;25.93244
1.2.246.10.2032639.10.20.1017;60.46015;26.22959
1.2.246.10.2032639.10.20.1018;60.46015;26.22959
1.2.246.10.2032639.10.20.1019;60.46015;26.22959
1.2.246.10.2032639.10.20.1020;60.46015;26.22959
1.2.246.10.2032639.10.20.1021;60.47245;26.31548
1.2.246.10.2032639.10.20.1022;60.4049;26.23961
1.2.246.10.2032639.10.20.1023;60.46015;26.22959
1.2.246.10.2032639.10.20.1024;60.46015;26.22959
1.2.246.10.2032639.10.20.1025;60.46015;26.22959
1.2.246.10.2032639.10.20.1026;60.46015;26.22959
1.2.246.10.2032639.10.20.1027;60.46015;26.22959
1.2.246.10.2032639.10.20.1028;60.46015;26.22959
1.2.246.10.2032639.10.20.1029;60.46015;26.22959
1.2.246.10.2032639.10.20.1030;60.46015;26.22959
1.2.246.10.2032639.10.20.1031;60.46015;26.22959
1.2.246.10.2032639.10.20.1032;60.46015;26.22959
1.2.246.10.2032639.10.20.1033;60.46015;26.22959
1.2.246.10.2032639.10.20.1034;60.46015;26.22959
1.2.246.10.2032639.10.20.1035;60.45637;26.22564
1.2.246.10.2032639.10.20.1036;60.45637;26.22564
1.2.246.10.2032639.10.20.1037;60.45637;26.22564
1.2.246.10.2032639.10.20.1038;60.46015;26.22959
1.2.246.10.2032639.10.20.1039;60.46015;26.22959
1.2.246.10.2032639.10.20.1040;60.47155;26.31386
1.2.246.10.2032639.10.20.1041;60.46085;26.22885
1.2.246.10.2032639.10.20.1042;60.4503;26.02816
1.2.246.10.2032639.10.20.1043;60.4507911;26.0300139
1.2.246.10.2032639.10.20.1044;60.57497;26.05313
1.2.246.10.2032639.10.20.1045;60.46013;26.22868
1.2.246.10.2032639.10.20.1046;60.46013;26.22868
1.2.246.10.2032639.10.20.1047;60.46013;26.22868
1.2.246.10.2032639.10.20.1048;60.45815;26.22778
1.2.246.10.2032639.10.20.1049;60.46015;26.22959
1.2.246.10.2032639.10.20.1050;60.45636;26.22768
1.2.246.10.2032639.10.20.1051;60.46085;26.22885
1.2.246.10.2032639.10.20.1052;60.57497;26.05313
1.2.246.10.2032639.10.20.1053;60.46015;26.22959
1.2.246.10.2032639.10.20.1054;60.4503;26.02816
1.2.246.10.2032639.10.20.1055;60.47245;26.31548
1.2.246.10.2032639.10.20.1056;60.4503;26.02816
1.2.246.10.2032639.10.20.1057;60.47245;26.31548
1.2.246.10.2032639.10.20.1058;60.46015;26.22959
1.2.246.10.2032639.10.20.1059;60.46015;26.22959
1.2.246.10.2032639.10.20.1060;60.46015;26.22959
1.2.246.10.2032639.10.20.1061;60.46015;26.22959
1.2.246.10.2032639.10.20.1062;60.46015;26.22959
1.2.246.10.2032639.10.20.1063;60.46015;26.22959
1.2.246.10.2032639.10.20.1064;60.46015;26.22959
1.2.246.10.2032639.10.20.1065;60.46015;26.22959
1.2.246.10.2032639.10.20.1066;60.46015;26.22959
1.2.246.10.2032639.10.20.1067;60.46015;26.22959
1.2.246.10.2032639.10.20.1068;60.46015;26.22959
1.2.246.10.2032639.10.20.1069;60.46015;26.22959
1.2.246.10.2032639.10.20.1070;60.47245;26.31548
1.2.246.10.2032639.10.20.1071;60.44993;26.02792
1.2.246.10.2032639.10.20.1072;60.45815;26.22778
1.2.246.10.2032639.10.20.1073;60.46015;26.22959
1.2.246.10.2032639.10.20.1074;60.46015;26.22959
1.2.246.10.2032639.10.20.1075;60.45815;26.22778
1.2.246.10.2032639.10.20.1076;60.45815;26.22778
1.2.246.10.2032639.10.20.1077;60.46015;26.22959
1.2.246.10.2032639.10.20.1078;60.45815;26.22778
1.2.246.10.2032639.10.20.1079;60.46015;26.22959
1.2.246.10.2032639.10.20.1080;60.46015;26.22959
1.2.246.10.2032639.10.20.1081;60.5214;26.46665
1.2.246.10.2032639.10.20.1082;60.62402;26.19828
1.2.246.10.2032639.10.20.1083;60.57497;26.05313
1.2.246.10.2032639.10.20.1084;60.50278;25.93244
1.2.246.10.2032639.10.20.1085;60.46015;26.22959
1.2.246.10.2032639.10.20.1086;60.47245;26.31548
1.2.246.10.2032639.10.20.1087;60.46015;26.22959
1.2.246.10.2032639.10.20.1088;60.5214;26.46665
1.2.246.10.2032639.10.20.1089;60.62402;26.19828
1.2.246.10.2032639.10.20.1090;60.57497;26.05313
1.2.246.10.2032639.10.20.1091;60.50278;25.93244
1.2.246.10.2032639.10.20.1092;60.46015;26.22959
1.2.246.10.2032639.10.20.1093;60.39829;25.99741
